content_id,mean_accuracy,question_asked
175,0.35996957025645737,195861
176,0.5045097657517358,15411
177,0.9289243633599392,5262
178,0.9474602897538837,5729
179,0.8990685388572223,7193
180,0.6523929471032746,21438
181,0.7576754385964912,9120
182,0.8369047619047619,11760
183,0.7306887336188299,31057
184,0.8088425002931864,17054
185,0.6082215656683742,47047
186,0.6920777279521674,24753
187,0.8791509548716702,32884
188,0.8629000395100751,10124
189,0.38525368049641073,41095
190,0.9097723865340057,7337
191,0.7539997493629642,23939
192,0.9434271658923203,7318
193,0.8764993336294981,20259
194,0.6746349715099715,22464
195,0.8244673812359402,15114
196,0.9109447004608295,8680
197,0.7561741767764298,9232
198,0.7894736842105263,8170
199,0.4541321448867885,66866
200,0.7308875062575985,13983
201,0.7869617845408957,5783
202,0.652030817563019,13369
203,0.8243887277248239,9652
204,0.7421396548187652,34127
205,0.9115054648019744,8509
206,0.3773755656108597,2210
207,0.7972937467157121,7612
208,0.6026070379720748,19409
209,0.5432208609951407,14611
210,0.5367530407191962,1891
211,0.8668191137044631,12682
212,0.8008186592523941,12948
213,0.518117048346056,19650
214,0.8160698299015219,22340
215,0.8537409314947112,18057
216,0.7798448972857025,24242
217,0.6660612023512198,39639
218,0.57343985697525,17899
219,0.6585471944323619,13794
220,0.646095794534721,16431
221,0.8484898771988052,6026
222,0.8237252663622526,21024
223,0.7461234092610416,9351
224,0.8079049764489044,9766
225,0.7215071178927628,11731
226,0.9300184162062615,9774
227,0.579696394686907,1054
228,0.8275710518605333,6826
229,0.8183186951066499,11955
230,0.8375892769787692,10221
231,0.7521915037086986,11864
232,0.5800441284628586,12237
233,0.8472222222222222,216
234,0.7217975588706694,16222
235,0.49136011873211066,18866
236,0.6630351498898573,41764
237,0.7797790754942658,14213
238,0.8116883116883117,154
239,0.5133486704831203,18691
240,0.495884982727088,19684
241,0.7809215050594361,10179
242,0.7229164101932783,32492
243,0.8823529411764706,136
244,0.6623224238360642,23863
245,0.7621884702525803,11917
246,0.8696996466431095,6792
247,0.7053281351526965,9234
248,0.8237719401578514,16978
249,0.7843994639960505,14179
250,0.7148862066894853,16653
251,0.8613110663211441,10419
252,0.707361268403171,8830
253,0.5770698692178515,19651
254,0.672260718925942,9236
255,0.5868501056319885,19407
256,0.8093385214007782,257
257,0.8042328042328042,567
258,0.5734604994762666,36278
259,0.6550831792975971,16230
260,0.6653418581878924,17361
261,0.7500958588957055,10432
262,0.7507922038459869,23037
263,0.7192163325093839,10923
264,0.8281177453802582,10769
265,0.8432532972607373,11828
266,0.8193614478401913,11714
267,0.7641602095383608,9163
268,0.8208995181152954,11206
269,0.7493886624675806,13495
270,0.6569318811150083,27085
271,0.4638743455497382,955
272,0.805945558739255,13960
273,0.7588316558121176,5067
274,0.9144971924451251,11754
275,0.7600797077382929,15055
276,0.7231012658227848,8216
277,0.7158690878672754,28691
278,0.6544026186579378,15275
279,0.515211970074813,56140
280,0.8231052590328396,12759
281,0.4681881051175657,1446
282,0.6519731779707596,18194
283,0.8131857913334574,10754
284,0.5495622705450438,24787
285,0.5298202969007726,11519
286,0.8845832637380993,11974
287,0.6811564695103329,9823
288,0.6503708215398947,55822
289,0.8831915128743507,9049
290,0.6692558496355965,31284
291,0.763261082670733,36724
292,0.8414985590778098,1041
293,0.7629426009555599,15279
294,0.8698106433847399,130917
295,0.6801047120418848,15280
296,0.6253540785746541,24359
297,0.8530676368447164,12094
298,0.738985158131945,12869
299,0.6282051282051282,1092
300,0.8379611265370884,10084
301,0.85273492286115,713
302,0.5689884823317402,12763
303,0.7497607655502392,6270
304,0.7577319587628866,194
305,0.7801774915573706,12733
306,0.7406141493055556,18432
307,0.7185665739882607,25896
308,0.6410041841004184,11950
309,0.49397246593908267,14019
310,0.5975103734439834,241
311,0.6567455390400511,28189
312,0.889374911810357,7087
313,0.782856478250756,8598
314,0.953524161280394,6498
315,0.7387331769354242,8099
316,0.9062605752961083,14775
317,0.9331410872583573,9363
318,0.7568974492451848,5763
319,0.5730407882676444,17456
320,0.9023285899094438,12368
321,0.8099705665930832,10872
322,0.5603215585025232,17042
323,0.9337258200168208,5945
324,0.7345074710759286,21349
325,0.5118336234884487,21253
326,0.7529747739171823,14707
327,0.82580375782881,11975
328,0.7395966109319937,13337
329,0.6443222037439768,23451
330,0.8624359479700433,7611
331,0.6531669213788419,11778
332,0.8475535786494137,14838
333,0.8497045474008735,11677
334,0.7074180563542266,17390
335,0.6510929455333755,44284
336,0.8449583372343413,10681
337,0.8285157243366957,11797
338,0.7700921332388377,14110
339,0.8104033169996231,7959
340,0.7745324786889579,15133
341,0.8344471062917664,23793
342,0.9076753310446297,8156
343,0.8066068693940057,9142
344,0.8560094034675286,6806
345,0.8921974797168997,11586
346,0.8507194244604317,556
347,0.7241379310344828,145
348,0.7939311030966297,8041
349,0.8253818593249105,21212
350,0.7432313820808858,14811
351,0.8071161048689138,534
352,0.7665274023101499,12207
353,0.6565260058881256,1019
354,0.7811993517017828,14191
355,0.7128795335806769,26414
356,0.8825021132713441,7098
357,0.911630327916257,17291
358,0.8319167223760864,10471
359,0.7707226578969559,11859
360,0.7734958433140764,14194
361,0.8733763646505698,12549
362,0.7572519083969466,655
363,0.4991883116883117,1232
364,0.802020202020202,495
365,0.5377309208339269,21057
366,0.8716859864570182,8713
367,0.7651729656530838,16246
368,0.6169745172937052,19111
369,0.7613258702116494,22868
370,0.8463387277679859,12482
371,0.9387139842370472,23219
372,0.8665188868585807,33383
373,0.8204200700116686,8570
374,0.6203570400230348,13892
375,0.6579881656804734,10140
376,0.6852584862660429,25011
377,0.6455887019993652,12604
378,0.9218910585817061,13622
379,0.665253724112874,24771
380,0.9433307632999229,7782
381,0.6996830962173826,14831
382,0.8298240553792905,10401
383,0.5997978209592272,17806
384,0.9045847335573691,16664
385,0.8229711059049679,16647
386,0.5809926705691377,20329
387,0.8530528775927549,13692
388,0.7242332135949158,10857
389,0.7729051947190341,15073
390,0.8470252832170455,13329
391,0.7503993184964327,9391
392,0.7384053866968724,15891
393,0.7555215394708069,13719
394,0.9481902792140641,9670
395,0.5851063829787234,282
396,0.7339425045242828,33707
397,0.9414796450939458,15328
398,0.6312613547884766,15412
399,0.7600796205319329,23612
400,0.8536461359674608,13768
401,0.9231292517006803,14700
402,0.5259289505920784,26939
403,0.6083180823195895,27867
404,0.6921922994499607,13999
405,0.5892325045032912,59401
406,0.5206611570247934,484
407,0.62543032902534,17719
408,0.8583406332123639,7991
409,0.7665019132653061,12544
410,0.8278721847304659,12299
411,0.6475099412989964,10562
412,0.7529904506617524,29845
413,0.6112640604106033,12713
414,0.48604563454648314,21212
415,0.7739853965019527,11778
416,0.8493719806763285,10350
417,0.8305431309904153,7825
418,0.6842821683081112,12489
419,0.7900267606553097,15321
420,0.5947810559636378,24641
421,0.5530240557924746,42443
422,0.5012108429028982,25602
423,0.5858415772118151,28506
424,0.7251797726745535,17244
425,0.5249625901237926,7351
426,0.6126432497903661,21466
427,0.6172436800355845,13489
428,0.7953216374269005,171
429,0.711032519623911,11593
430,0.709042350247997,13105
431,0.8720531013962005,8738
432,0.7873303167420814,4862
433,0.6430352393617021,12032
434,0.6510762029715258,28201
435,0.8104262768854554,17993
436,0.8316537467700258,7740
437,0.6142647058823529,20400
438,0.7131117427538334,51717
439,0.6880308448815378,17896
440,0.819672131147541,122
441,0.7391974647766691,23351
442,0.8319979322822435,7738
443,0.8746785530601748,11666
444,0.7031071391457965,9623
445,0.7496830814236958,10255
446,0.5734407401499442,62690
447,0.6613267423410228,32772
448,0.9479126401236954,10348
449,0.6444444444444445,180
450,0.9026099925428784,6705
451,0.7021535580524345,10680
452,0.9311037749389981,6967
453,0.7771275706403612,5981
454,0.7429996320974533,24463
455,0.6795291385135135,18944
456,0.8689249963731321,13786
457,0.8386300123480861,15387
458,0.690813021987387,11734
459,0.4683257918552036,884
460,0.8632526282255495,12556
461,0.6665495432185523,14230
462,0.8219870899048379,15027
463,0.7425742574257426,202
464,0.5869218500797448,627
465,0.8127832101120915,12579
466,0.8428962918557849,23354
467,0.8107799257213598,10501
468,0.8994562872184344,11587
469,0.9053529213103682,11844
470,0.8617294081444251,9749
471,0.6837108953613807,9270
472,0.7874767842929159,7538
473,0.6603882099209202,6955
474,0.5979451212009351,16254
475,0.6420317119054018,11163
476,0.778714274768217,13051
477,0.6604619565217391,14720
478,0.9326859992127018,7621
479,0.7209898898445752,6627
480,0.7924569435360802,9174
481,0.9491178441152386,26866
482,0.6001464241676943,25952
483,0.7602086956521739,14375
484,0.7393713115741298,16606
485,0.8540206565842863,10844
486,0.9350895066220346,6871
487,0.7912647374062165,11196
488,0.6828741834706049,17605
489,0.7370252967866244,16089
490,0.792375,16000
491,0.892438146126147,8609
492,0.7667393747108203,15129
493,0.6142294795159644,13718
494,0.8462244663759467,13071
495,0.787604690117253,8955
496,0.7542558870632896,16859
497,0.7950593723494487,9432
498,0.6756043686341883,16298
499,0.7554547844374343,15216
500,0.47564877355136864,14065
501,0.7005089322808475,19256
502,0.6693603615943021,14602
503,0.7547665369649805,10280
504,0.8168475768231157,6541
505,0.6993548387096774,17825
506,0.7925599578045981,32231
507,0.6191871740723183,23203
508,0.7859405641876602,6629
509,0.7559903464919842,11602
510,0.6407706650093226,16090
511,0.9349799863321293,10243
512,0.7817683344756683,7295
513,0.8748687171792948,6665
514,0.7463148767496594,8073
515,0.8891014690809703,14635
516,0.5355392156862745,816
517,0.9053430570025301,6719
518,0.8364462069847768,15634
519,0.9179145867997781,7212
520,0.8074461275869426,9374
521,0.3975017349063151,7205
522,0.8723166645985855,16118
523,0.941873128233052,7346
524,0.6661721068249258,11458
525,0.5592599118942732,28375
526,0.650995872958909,22292
527,0.7462288353001539,9745
528,0.8157894736842105,10678
529,0.6962037390309043,10484
530,0.7795725240659162,12258
531,0.7182687468545546,9935
532,0.7082066869300911,658
533,0.8078765810655424,10436
534,0.5038167938931297,786
535,0.9357806052269602,11632
536,0.7444383732729686,12811
537,0.8913287385799006,6239
538,0.6126566868067455,44356
539,0.8079840319361278,10020
540,0.7541377132027796,15830
541,0.7617358648028375,28758
542,0.6468247388492787,12062
543,0.8428596552937039,11372
544,0.6723706513842925,24778
545,0.7534266133637921,14008
546,0.8844771521478693,17529
547,0.8082191780821918,146
548,0.8195037624567826,9834
549,0.6891061601752417,18717
550,0.7746793084216397,8965
551,0.7967282863849765,13632
552,0.7554882664647994,7926
553,0.6587979199419519,41345
554,0.6588744960109806,23314
555,0.7246865959498554,12444
556,0.6599456981350426,22467
557,0.8189095302824346,6621
558,0.7460059313115852,10453
559,0.6959924859110833,15970
560,0.6400379206825723,31645
561,0.735654354325393,10369
562,0.8356807511737089,10437
563,0.8118811881188119,101
564,0.6193523857803688,15781
565,0.7143654633420171,10748
566,0.9389312977099237,131
567,0.8940378230114047,6927
568,0.805036262894725,22199
569,0.7796180244703074,6702
570,0.7100411195118717,7539
571,0.7319205843020266,9721
572,0.7046768113918749,35815
573,0.7080347613965543,6559
574,0.7342805557736086,12739
575,0.775817666752511,15532
576,0.8261410181392628,13672
577,0.8189200590592702,9482
578,0.6441943264040427,8707
579,0.6211283990111968,13754
580,0.5794896433909886,18732
581,0.6598834236629513,9779
582,0.602540500736377,32592
583,0.655424126172208,18768
584,0.7454064383360283,13606
585,0.685159772593609,10202
586,0.6594045655759049,11521
587,0.30600017417051295,57415
588,0.5740239482497591,21797
589,0.5856271150310427,37529
590,0.7202560910545972,11246
591,0.7111111111111111,15075
592,0.7868453105968332,9031
593,0.4564187510352824,30185
594,0.8542547705002579,9695
595,0.7564164648910412,16520
596,0.8629740518962076,10020
597,0.8123974790641457,23166
598,0.8365992414664981,9492
599,0.7781166873559142,28195
600,0.902046783625731,8208
601,0.8098042941288238,5263
602,0.6794585987261147,6280
603,0.8078817733990148,9744
604,0.8075269628177087,13259
605,0.6746801751523998,11647
606,0.7075337299924579,11933
607,0.8683369330453564,11575
608,0.7942294159042927,14210
609,0.7263476578925238,11891
610,0.9100565358917252,5837
611,0.6765949734171097,16552
612,0.7048477048477049,9324
613,0.893457543634222,9339
614,0.7143007029692582,9531
615,0.7955679927393737,13222
616,0.9325153374233128,163
617,0.6584987821979482,13549
618,0.7764271426373288,6499
619,0.7156313074680422,8918
620,0.7214266292032991,22066
621,0.6722226196437513,13979
622,0.594011357769747,19370
623,0.738015445140609,6863
624,0.5824053452115813,9878
625,0.6565083043646196,25890
626,0.9546849611843293,5539
627,0.7787009063444109,10592
628,0.596375534860307,19865
629,0.8541223850542566,8939
630,0.6988673491614027,9182
631,0.8508398894322773,9406
632,0.7176402932860497,20867
633,0.6162000543625985,18395
634,0.7550800492610837,12992
635,0.8451818481485551,9101
636,0.7152496626180836,11856
637,0.782006263642403,10537
638,0.735538843774491,59971
639,0.739028286815149,10641
640,0.6378925794200977,16589
641,0.8941635018988607,10006
642,0.6788441284886783,15192
643,0.655792276964048,15020
644,0.7264453961456103,13076
645,0.5799496380232925,19062
646,0.803770351328192,23340
647,0.7303751695042942,13274
648,0.7196765498652291,5936
649,0.8380017974835231,13352
650,0.6499053798323872,11097
651,0.4752581467077913,37285
652,0.8206785137318255,5571
653,0.8875455448824114,12076
654,0.7882583503749148,23472
655,0.8971079507492603,10477
656,0.8399796615094065,13767
657,0.8548715858132898,9812
658,0.8936731999593784,9847
659,0.8861459709379128,12112
660,0.7348376099048987,44584
661,0.8458146923426052,15423
662,0.8302928991932553,13759
663,0.752330113540078,11802
664,0.9088039284461592,5702
665,0.30706254392129306,56920
666,0.7229317973119626,11979
667,0.8153867752351537,7123
668,0.5823713273598666,23995
669,0.8439163873003352,10142
670,0.8255838417841364,9506
671,0.6706495373281826,11131
672,0.7572138505931388,12476
673,0.9231404958677686,7260
674,0.8888888888888888,126
675,0.732205052734854,20385
676,0.8061329795075926,6783
677,0.7596778888134278,10307
678,0.8042556595472362,12501
679,0.8749811035525321,6615
680,0.8699360341151386,6097
681,0.9018738377914461,6991
682,0.8512664640324215,9870
683,0.7591109224974802,18851
684,0.8460973982655103,14990
685,0.7791376521066329,14217
686,0.6125582380347311,9444
687,0.825,8360
688,0.6399389079801451,13095
689,0.6851722694936532,7169
690,0.7193214211221581,14383
691,0.6969050944644564,27206
692,0.7404563872894008,9378
693,0.7167609300655355,11139
694,0.8304235090751945,11570
695,0.6510994966160071,41519
696,0.8253012048192772,166
697,0.6829931151105206,16558
698,0.6542342342342342,16650
699,0.6176470588235294,374
700,0.8114840989399293,11320
701,0.7174887892376681,223
702,0.6873259052924791,18668
703,0.8136968085106383,15040
704,0.5163494746123889,13609
705,0.7138931633326006,9098
706,0.7293209390263117,19041
707,0.7041879468845761,14685
708,0.9426559356136821,8946
709,0.7449969939019153,11643
710,0.7693029934828234,18106
711,0.8792528352234823,17988
712,0.7617098323230733,12703
713,0.8120383036935704,10965
714,0.760490582566798,11415
715,0.8636580327347847,6293
716,0.6650057493292449,10436
717,0.7206174399711139,11078
718,0.9567090469685825,9517
719,0.7057169634489222,10670
720,0.6155671258155935,15173
721,0.6713656713656714,54054
722,0.8610959203762442,9143
723,0.5106448087431694,22875
724,0.5323057696313268,24005
725,0.7423387384813201,27998
726,0.961064323202734,8193
727,0.8329999047346861,10497
728,0.7992308296052115,25482
729,0.7246891651865008,19705
730,0.6371641197523149,17603
731,0.4144577012363008,37046
732,0.6937076245985488,8407
733,0.815712187958884,10896
734,0.6556787386055679,20295
735,0.5142642642642643,13320
736,0.8392166803979973,15779
737,0.8261377870563674,11975
738,0.37192061869823206,65557
739,0.6902977755110048,25489
740,0.80902718413404,17547
741,0.6947629642307034,11686
742,0.9226046511627907,10750
743,0.6999823102777286,11306
744,0.8026000684228533,17538
745,0.719207579672696,1161
746,0.7592034805890228,5976
747,0.6451958056922747,14019
748,0.6346404014123769,32286
749,0.5638284112955378,23195
750,0.6693322109988776,21384
751,0.6830981205270551,14951
752,0.7184536082474227,9700
753,0.703538957864894,20458
754,0.6825550113816652,14497
755,0.6409830330592968,11434
756,0.5466900148463969,26269
757,0.5161251285774793,33054
758,0.7214725593189639,22084
759,0.7548810250152532,13112
760,0.8846153846153846,156
761,0.7377652050919378,21210
762,0.6452145754284967,61144
763,0.5946819450565595,34035
764,0.859375,128
765,0.8693964940452295,7473
766,0.6163885115466718,41224
767,0.6483485593815882,7115
768,0.8006812375816066,17615
769,0.8157354992206087,12189
770,0.784857874174862,7423
771,0.8571659134925759,12392
772,0.5248519085167314,25491
773,0.51712579635508,45049
774,0.7341409901745684,10483
775,0.6549587718099403,21951
776,0.6664080682699767,10312
777,0.853206695504984,10634
778,0.7225433526011561,173
779,0.7344661170319726,9946
780,0.8665637860082305,9720
781,0.715208455666471,6812
782,0.9158522655159285,7879
783,0.6482134705565008,24097
784,0.8709214772319828,8367
785,0.8032854776366648,7244
786,0.6733412177317402,24521
787,0.5809801480704972,30526
788,0.8733921815889029,7930
789,0.803059609636012,11374
790,0.7665598290598291,11232
791,0.6469318873457643,18073
792,0.9256913021618904,9945
793,0.8351071087460772,14658
794,0.8632093933463797,10220
795,0.6023266281203477,28883
796,0.7627068557919622,10152
797,0.9013743955204887,7858
798,0.7093696230251838,12786
799,0.8709677419354839,93
800,0.8627251597908193,6884
801,0.8805983932034352,10829
802,0.7373911379079338,31347
803,0.6764705882352942,306
804,0.9089184060721063,12121
805,0.8676267364899265,13749
806,0.8845059972795846,8087
807,0.63269061524922,12499
808,0.7399189089568743,13565
809,0.7322784810126582,25280
810,0.8202707314298715,8791
811,0.7664116485686081,8104
812,0.8377976190476191,7392
813,0.5908562894125456,12052
814,0.8780792992883397,12787
815,0.7081541372785137,11626
816,0.5355042966983266,2211
817,0.7504718037296485,31263
818,0.6711852377572747,14090
819,0.6377005347593583,13464
820,0.7253886010362695,193
821,0.5889912563816677,17041
822,0.754389162262317,16461
823,0.7416038382453736,11672
824,0.5795107268455242,65117
825,0.6378643459041304,14478
826,0.782365964000385,10389
827,0.8030513176144244,9373
828,0.7885032537960954,16596
829,0.6880593675417661,26816
830,0.7839594579706952,9077
831,0.6819218241042345,18420
832,0.807614812756201,14393
833,0.9050215571899569,7886
834,0.46186780411147815,62362
835,0.7623666343355965,13403
836,0.8910675381263616,11016
837,0.8739758425542697,11839
838,0.7961165048543689,4326
839,0.7919322813251124,9569
840,0.8519914562130921,7959
841,0.7177367055771725,12336
842,0.9301182893539581,5495
843,0.8070796460176991,565
844,0.8838926174496644,8940
845,0.6127347594657025,19914
846,0.7798406085854012,11042
847,0.6876766897969674,15564
848,0.8056394763343404,6951
849,0.8171830149460556,10103
850,0.781021897810219,137
851,0.6245287464655985,8488
852,0.7786546411123638,7983
853,0.4118627491494139,72597
854,0.5136394223303483,19319
855,0.5717427012133736,37746
856,0.7934923515685766,7714
857,0.7753440273593356,12281
858,0.7347826086956522,230
859,0.523121387283237,1038
860,0.7978004237715669,9911
861,0.8154638382906771,13011
862,0.7085211418759391,9318
863,0.8900052882072977,7564
864,0.8238636363636364,176
865,0.6419461914744934,11448
866,0.6396664334033123,17148
867,0.9347727786570201,8846
868,0.6548725044475193,15177
869,0.8737993342843556,10515
870,0.8066246959507798,13978
871,0.7183673469387755,245
872,0.5998997556544077,15961
873,0.6329582968402614,14843
874,0.6168078986239602,12863
875,0.8628988432575111,12881
876,0.5931604963179663,29739
877,0.49669752378037896,78426
878,0.8267614178005026,11539
879,0.8498361423220974,8544
880,0.8303607503607504,17325
881,0.9258248785062665,11729
882,0.8018018018018018,111
883,0.6390666164847573,10628
884,0.8763324214696727,10601
885,0.610980472344341,9781
886,0.7952331203382006,41159
887,0.5457009115545701,12177
888,0.8332995541143089,9868
889,0.8207040384250774,15823
890,0.783308077864553,8579
891,0.8154862909707957,11197
892,0.8300653594771242,153
893,0.7488336769013779,9217
894,0.7804821511358369,12942
895,0.8473173224322943,9785
896,0.7974711140178766,13761
897,0.8979012345679013,8100
898,0.6575703005956504,7219
899,0.7434471803018269,7554
900,0.8909489851892485,9115
901,0.7644001525843982,41944
902,0.889435157871736,9153
903,0.7729863221884499,10528
904,0.5035753575357536,32724
905,0.6105172868830826,15156
906,0.7849462365591398,186
907,0.6501666666666667,12000
908,0.7249760153501759,12508
909,0.7540640592306455,6213
910,0.5375167213912198,16446
911,0.6767335368512866,9172
912,0.879872942535374,6926
913,0.8952505654088799,8401
914,0.6045407330464461,13478
915,0.5287215494086047,21221
916,0.8168663594470046,10850
917,0.7709064424286566,15103
918,0.6128801663634,15388
919,0.7848006582392101,13369
920,0.46653607574273587,55134
921,0.8112284069097888,10420
922,0.8796023564064801,8148
923,0.752090708532143,19491
924,0.5866760497302369,12789
925,0.7857497764086256,10063
926,0.6618678815489749,21950
927,0.8139918494081118,10306
928,0.7095368399716225,9867
929,0.7222222222222222,216
930,0.7467811158798283,19339
931,0.8309188960558317,9457
932,0.7987089974970359,7591
933,0.8166666666666667,180
934,0.8453943613742724,17522
935,0.8382882029918576,5281
936,0.8162922342119229,11306
937,0.6440086503489629,20346
938,0.6166441745389114,11115
939,0.6877913868036349,25310
940,0.9034918180646824,7761
941,0.6152459631993992,13315
942,0.6298889425398358,12426
943,0.6902866923406076,11685
944,0.9072697051876476,11431
945,0.7696735317924274,11119
946,0.7964912280701755,13680
947,0.6784756642561144,12307
948,0.6341864716636197,21880
949,0.7050935550935551,9620
950,0.7161846153846154,8125
951,0.459745196030126,71035
952,0.7363990966947239,9742
953,0.8208551630894034,11834
954,0.7389059753954306,18208
955,0.7344323290786006,19351
956,0.871084120016836,16631
957,0.6082981715893109,1422
958,0.8168575980578104,13181
959,0.6995433789954338,1095
960,0.6477160990435327,22374
961,0.65045170257123,1439
962,0.7610536218250236,11693
963,0.5984174085064293,1011
964,0.7372823875197829,8846
965,0.5476673427991886,986
966,0.8066240903015001,6733
967,0.6588547958444069,28973
968,0.810891089108911,1010
969,0.6102928728627053,35442
970,0.9379232505643341,886
971,0.8250708215297451,1412
972,0.7167846085802743,45220
973,0.727962189492196,9098
974,0.8735469523905792,9893
975,0.6259168704156479,11452
976,0.7274678111587983,1398
977,0.6194407456724368,3755
978,0.8486486486486486,6105
979,0.705669131506452,13794
980,0.807393109902322,17097
981,0.23243737790855815,40441
982,0.9160447761194029,9112
983,0.45259850482140923,27689
984,0.6485142398220795,32374
985,0.7798411027089116,10447
986,0.8467526149355388,12333
987,0.73866331798521,7167
988,0.8665879574970484,6776
989,0.860795146787997,9231
990,0.7149315738025416,8184
991,0.9530986993114001,13070
992,0.9175416626529236,10381
993,0.7446504992867332,12618
994,0.7446775446775447,19305
995,0.6656015148825374,16899
996,0.6906196377502383,52450
997,0.6118511918021832,22445
998,0.8180793276621913,9757
999,0.580192660283461,34361
1000,0.7245087626128518,7532
1001,0.6222959685349065,8136
1002,0.6699238578680203,31520
1003,0.7087158562847105,8823
1004,0.9267073377393662,11802
1005,0.8738693467336683,9950
1006,0.637626166805798,13177
1007,0.7385816833635718,12677
